rank,filename,size_group,mask_area_fraction_original,Dice,IoU,Precision,Recall,F2,pred_area,gt_area,area_ratio,image_path,mask_path,visual_path
1,cju2tpfa5uyx408359datxqqj.jpg,medium,0.10155107825994492,1.2669453946518853e-12,1.2669453946518853e-12,8.051529790595399e-12,1.5035333032604067e-12,0.9966403599831797,0.018951416015625,0.1014862060546875,0.18673881786480956,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2tpfa5uyx408359datxqqj.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2tpfa5uyx408359datxqqj.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\01_cju2tpfa5uyx408359datxqqj.png
2,cju89z6pqpqfx0817mfv8ixjc.jpg,small,0.014850945211946964,1.0330578512289974e-11,1.0330578512289974e-11,1.0,1.0330578512289974e-11,2.5129132168515897e-09,0.0,0.0147705078125,0.0,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju89z6pqpqfx0817mfv8ixjc.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju89z6pqpqfx0817mfv8ixjc.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\02_cju89z6pqpqfx0817mfv8ixjc.png
3,cju1dg44i4z3w0801nyz4p6zf.jpg,small,0.008840410970151424,1.757469244257338e-11,1.757469244257338e-11,1.0,1.757469244257338e-11,2.5219683592372157e-09,0.0,0.0086822509765625,0.0,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju1dg44i4z3w0801nyz4p6zf.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju1dg44i4z3w0801nyz4p6zf.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\03_cju1dg44i4z3w0801nyz4p6zf.png
4,cju2ro5jqsy680988pi6qsujw.jpg,large,0.2165270894765854,0.03255073066068803,0.016544635314688437,1.0,0.016544635314688437,0.020595609878241744,0.0035858154296875,0.21673583984375,0.01654463455064125,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2ro5jqsy680988pi6qsujw.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2ro5jqsy680988pi6qsujw.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\04_cju2ro5jqsy680988pi6qsujw.png
5,cju76o55nymqd0871h31sph9w.jpg,small,0.006505986209958792,0.073931741239753,0.03838479810067612,0.03845787720224802,0.9528301886803577,0.16556020752717995,0.1602935791015625,0.0064697265625,24.77590510109159,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju76o55nymqd0871h31sph9w.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju76o55nymqd0871h31sph9w.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\05_cju76o55nymqd0871h31sph9w.png
6,cju8cattbsivm0818p446wgel.jpg,large,0.39281153678894043,0.10475945080461413,0.05527501553796796,1.0,0.05527501553796796,0.06815199609135664,0.0217132568359375,0.392822265625,0.05527501413047571,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju8cattbsivm0818p446wgel.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju8cattbsivm0818p446wgel.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\06_cju8cattbsivm0818p446wgel.png
7,cju1drnhbrb9409935wi7vkhg.jpg,large,0.36528822779655457,0.12305765392026181,0.0655628310468092,0.9831144465291862,0.06563674321542144,0.08069898278216561,0.0243988037109375,0.365447998046875,0.06676409003112677,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju1drnhbrb9409935wi7vkhg.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju1drnhbrb9409935wi7vkhg.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\07_cju1drnhbrb9409935wi7vkhg.png
8,cju1cyjb5qtie0993njqne9m3.jpg,large,0.507233738899231,0.14352704739598518,0.07731168245404381,1.0,0.07731168245404381,0.09480717968793749,0.0392303466796875,0.5074310302734375,0.07731168093017642,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju1cyjb5qtie0993njqne9m3.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju1cyjb5qtie0993njqne9m3.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\08_cju1cyjb5qtie0993njqne9m3.png
9,cju2qxxko229x08786gvxxhur.jpg,large,0.36065804958343506,0.15475077881652852,0.08386443253320226,0.9778543307087704,0.08402401894490695,0.10282124748524829,0.031005859375,0.36083984375,0.08592692590015773,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2qxxko229x08786gvxxhur.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2qxxko229x08786gvxxhur.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\09_cju2qxxko229x08786gvxxhur.png
10,cju3ykamdj9u208503pygyuc8.jpg,small,0.016681544482707977,0.16717428088268302,0.09121122600040174,0.13243967828883413,0.22660550459425136,0.198393584901781,0.0284576416015625,0.016632080078125,1.7110081455722033,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju3ykamdj9u208503pygyuc8.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju3ykamdj9u208503pygyuc8.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\10_cju3ykamdj9u208503pygyuc8.png
11,cju5uhrdwkmsu0817ervv91l8.jpg,small,0.01748427376151085,0.20326356864206874,0.11312931885576194,0.11312931885576194,1.0,0.38942504158500557,0.154571533203125,0.017486572265625,8.839436480791367,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju5uhrdwkmsu0817ervv91l8.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju5uhrdwkmsu0817ervv91l8.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\11_cju5uhrdwkmsu0817ervv91l8.png
12,cju2hgsptlfam0835o3b59h1o.jpg,small,0.024685533717274666,0.2032877399929707,0.1131442938964149,0.11319963664376129,0.9956976029502416,0.38906768278201914,0.2183685302734375,0.0248260498046875,8.795939911181819,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2hgsptlfam0835o3b59h1o.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2hgsptlfam0835o3b59h1o.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\12_cju2hgsptlfam0835o3b59h1o.png
13,ck2bxqz3evvg20794iiyv5v2m.jpg,medium,0.08724922686815262,0.23281562355953742,0.13174382179058172,0.9606598984776566,0.13245844269618118,0.16005582078867459,0.01202392578125,0.0872039794921875,0.13788274884289795,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\ck2bxqz3evvg20794iiyv5v2m.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\ck2bxqz3evvg20794iiyv5v2m.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\13_ck2bxqz3evvg20794iiyv5v2m.png
14,cju1egx9pvz2n0988eoy8jp23.jpg,small,0.01584923267364502,0.23502363009422017,0.13315964683871304,0.1359338061478488,0.8671065033000274,0.4177261210930948,0.103271484375,0.0161895751953125,6.378883901540665,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju1egx9pvz2n0988eoy8jp23.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju1egx9pvz2n0988eoy8jp23.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\14_cju1egx9pvz2n0988eoy8jp23.png
15,cju3xuj20ivgp0818mij8bjrd.jpg,small,0.029811406508088112,0.2495259268951484,0.1425476279423664,0.14293205483621024,0.9814814814815768,0.4515976366681611,0.2036895751953125,0.0296630859375,6.866767232405055,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju3xuj20ivgp0818mij8bjrd.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju3xuj20ivgp0818mij8bjrd.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\15_cju3xuj20ivgp0818mij8bjrd.png
16,cju17hw9hr9c5098800fu4u8e.jpg,small,0.024070966988801956,0.25912528773490695,0.14884775217307436,0.14901664145314955,0.9924433249370753,0.46550094854594554,0.161376953125,0.02423095703125,6.659946873638045,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju17hw9hr9c5098800fu4u8e.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju17hw9hr9c5098800fu4u8e.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\16_cju17hw9hr9c5098800fu4u8e.png
17,cju2zy1e49pqk0878t6ncqn12.jpg,small,0.0324825718998909,0.2631184407823721,0.15148899439295863,0.6381818181883967,0.16572237960733843,0.19452449864469323,0.008392333984375,0.032318115234375,0.25967886204762086,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2zy1e49pqk0878t6ncqn12.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2zy1e49pqk0878t6ncqn12.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\17_cju2zy1e49pqk0878t6ncqn12.png
18,cju2z45kuzf6d0988nz2c819m.jpg,small,0.034473828971385956,0.27118030412788363,0.15685863874404407,0.1569682151595131,0.9955693398316545,0.48130060723164125,0.2184295654296875,0.0344390869140625,6.342488189360629,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2z45kuzf6d0988nz2c819m.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2z45kuzf6d0988nz2c819m.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\18_cju2z45kuzf6d0988nz2c819m.png
19,cju34uhepd3dd0799hs8782ad.jpg,small,0.024818897247314453,0.3007757734374233,0.17700770077098235,0.17731981485653808,0.9901538461539068,0.516566074504121,0.138458251953125,0.0247955322265625,5.583997747982298,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju34uhepd3dd0799hs8782ad.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju34uhepd3dd0799hs8782ad.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\19_cju34uhepd3dd0799hs8782ad.png
20,cju7d8m3b2e210755l8fj1yph.jpg,large,0.2705518305301666,0.32633020159608783,0.194978843441921,0.9988439306358415,0.19502285424118557,0.23243301592887597,0.05279541015625,0.2704010009765625,0.19524856791613895,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju7d8m3b2e210755l8fj1yph.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju7d8m3b2e210755l8fj1yph.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_valdice\kvasir_visuals\20_cju7d8m3b2e210755l8fj1yph.png
