rank,filename,size_group,mask_area_fraction_original,Dice,IoU,Precision,Recall,F2,pred_area,gt_area,area_ratio,image_path,mask_path,visual_path
11,cju5k7r0yf98c09878csbxb4d.jpg,small,0.019213436171412468,0.21757975034741886,0.12206983756529317,0.12206983756529317,1.0,0.4101039187423509,0.1568756103515625,0.0191497802734375,8.192027594639677,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju5k7r0yf98c09878csbxb4d.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju5k7r0yf98c09878csbxb4d.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\11_cju5k7r0yf98c09878csbxb4d.png
12,cju7dqcwi2dz00850gcmr2ert.jpg,medium,0.054525356739759445,0.2294253022594958,0.12957674282398593,0.12974300692923352,0.9902070509233626,0.42563683540392055,0.4162139892578125,0.054534912109375,7.632063513780317,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju7dqcwi2dz00850gcmr2ert.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju7dqcwi2dz00850gcmr2ert.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\12_cju7dqcwi2dz00850gcmr2ert.png
13,cju2ro5jqsy680988pi6qsujw.jpg,large,0.2165270894765854,0.24671397716800572,0.14071519076507058,0.9990004997501299,0.14073500422476715,0.16993386466603294,0.0305328369140625,0.21673583984375,0.14087580313120485,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2ro5jqsy680988pi6qsujw.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2ro5jqsy680988pi6qsujw.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\13_cju2ro5jqsy680988pi6qsujw.png
14,cju1dia8hvc6v098827mgffnm.jpg,small,0.04244760796427727,0.2522925315939357,0.1443562702312079,0.14452226636047222,0.9921062073914887,0.45657199817777583,0.29193115234375,0.0425262451171875,6.86472748515687,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju1dia8hvc6v098827mgffnm.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju1dia8hvc6v098827mgffnm.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\14_cju1dia8hvc6v098827mgffnm.png
15,cju2rmd2rsw9g09888hh1efu0.jpg,small,0.006911817938089371,0.252443451551934,0.14445509747796595,0.14445509747796595,1.0,0.4577678786699524,0.0477447509765625,0.00689697265625,6.922556334587346,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2rmd2rsw9g09888hh1efu0.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2rmd2rsw9g09888hh1efu0.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\15_cju2rmd2rsw9g09888hh1efu0.png
16,cju1egx9pvz2n0988eoy8jp23.jpg,small,0.01584923267364502,0.25309035300209876,0.1448789028317116,0.1463306808146974,0.9359095193219991,0.4501359963641421,0.103546142578125,0.0161895751953125,6.395849018300082,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju1egx9pvz2n0988eoy8jp23.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju1egx9pvz2n0988eoy8jp23.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\16_cju1egx9pvz2n0988eoy8jp23.png
17,cju5cjh3xattc0817j2vbulzi.jpg,medium,0.06480833142995834,0.26075916400831406,0.1499270018346311,0.15128050162455567,0.9436852026391525,0.4608745719510329,0.403961181640625,0.06475830078125,6.237982071601336,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju5cjh3xattc0817j2vbulzi.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju5cjh3xattc0817j2vbulzi.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\17_cju5cjh3xattc0817j2vbulzi.png
18,cju2lyynuymli0855g7fxgbhe.jpg,small,0.0454367995262146,0.27991466804623444,0.16273301262841045,0.17326930772375088,0.7279757901824883,0.4438112457665625,0.1906585693359375,0.045379638671875,4.201411313571985,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2lyynuymli0855g7fxgbhe.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2lyynuymli0855g7fxgbhe.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\18_cju2lyynuymli0855g7fxgbhe.png
19,cju5wmvsdlx1j0871npgj8j4b.jpg,small,0.03835456818342209,0.28781908514688603,0.1681008605168647,0.1681120747170326,0.9996033320111083,0.5025125657903738,0.228729248046875,0.0384674072265625,5.946051607772954,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju5wmvsdlx1j0871npgj8j4b.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju5wmvsdlx1j0871npgj8j4b.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\19_cju5wmvsdlx1j0871npgj8j4b.png
20,cju2mh8t6p07008350e01tx2a.jpg,medium,0.0622519850730896,0.2984703213059729,0.1754129387477738,0.1754129387477738,1.0,0.5154196186218271,0.354736328125,0.062225341796875,5.700832825871064,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\images\cju2mh8t6p07008350e01tx2a.jpg,E:\Thesis_Dataset\kvasir-seg\Kvasir-SEG\masks\cju2mh8t6p07008350e01tx2a.jpg,E:\Thesis_Code\outputs\kvasir_m2b_seed2_seqval_constrained\kvasir_visuals\20_cju2mh8t6p07008350e01tx2a.png
