threshold,subset,num_samples,Dice,IoU,Precision,Recall,F2,mean_pred_area,mean_gt_area,area_ratio,area_diff,mean_pred_area_per_image,mean_gt_area_per_image
0.30,overall,1000,0.891169021040325,0.8037014098185061,0.8982153146403884,0.884232420048556,0.8869940620292345,0.1515554656982422,0.15395210266113282,0.9844325165698379,-0.002396636962890636,0.1515554656982422,0.15395210266113282
0.30,small,200,0.8040356798967293,0.6722906916046666,0.7295667168489667,0.8954353267248353,0.8564903321021652,0.0397314453125,0.03237167358398438,1.2273518369664531,0.007359771728515624,0.0397314453125,0.03237167358398438
0.30,medium,423,0.9023740828543368,0.8221144096168288,0.8763979278328122,0.9299371225283365,0.9187122865032171,0.10178250793024157,0.09592259183843085,1.0610899410514425,0.0058599160918107185,0.10178250793024157,0.09592259183843085
0.30,large,377,0.8927088344783928,0.8062096603632417,0.9208840264255574,0.8662065443394437,0.8766163625836464,0.26672460419429705,0.28356103871798327,0.9406249744109567,-0.016836434523686217,0.26672460419429705,0.28356103871798327
0.50,overall,1000,0.8900618405472868,0.8019021897455597,0.9107205234196352,0.8703196075487108,0.8781104648584396,0.14712255859375,0.15395210266113282,0.9556384517930229,-0.0068295440673828145,0.14712255859375,0.15395210266113282
0.50,small,200,0.8079682605428647,0.6778076739054164,0.748213199131657,0.8780962616249776,0.8486332466390403,0.03799110412597656,0.03237167358398438,1.1735906174732396,0.005619430541992182,0.03799110412597656,0.03237167358398438
0.50,medium,423,0.9040145198948776,0.8248416938955875,0.8902671672223539,0.9181931000248204,0.912468630400469,0.09893149517952128,0.09592259183843085,1.03136792876155,0.003008903341090427,0.09893149517952128,0.09592259183843085
0.50,large,377,0.8900874584684528,0.8019437794983723,0.9321248837152992,0.8516780633868608,0.8666370452182186,0.25908836951622594,0.28356103871798327,0.9136952013952497,-0.024472669201757336,0.25908836951622594,0.28356103871798327
0.70,overall,1000,0.8867628163481845,0.7965623403265114,0.9237596965236947,0.8526152929731735,0.8659537762356303,0.14209530639648438,0.15395210266113282,0.9229838028222016,-0.011856796264648445,0.14209530639648438,0.15395210266113282
0.70,small,200,0.8102734715555532,0.6810585896701653,0.7679357220192655,0.8575519323500748,0.8379935748759827,0.03614936828613281,0.03237167358398438,1.116697195941252,0.0037776947021484347,0.03614936828613281,0.03237167358398438
0.70,medium,423,0.9040319633792462,0.8248707381710582,0.9046614461923856,0.903403355972232,0.9036546942162629,0.09578919467069297,0.09592259183843085,0.9986092207135646,-0.00013339716773788646,0.09578919467069297,0.09592259183843085
0.70,large,377,0.8850127476844071,0.7937424807740382,0.9439027258014145,0.8330395121983947,0.8530786626058838,0.250256242423222,0.28356103871798327,0.8825480211568666,-0.033304796294761296,0.250256242423222,0.28356103871798327
