threshold,num_samples,Dice,IoU,Precision,Recall,F2,mean_pred_area,mean_gt_area,area_ratio,area_diff,mean_pred_area_per_image,mean_gt_area_per_image
0.30,1000,0.891169021040325,0.8037014098185061,0.8982153146403884,0.884232420048556,0.8869940620292345,0.1515554656982422,0.15395210266113282,0.9844325165698379,-0.002396636962890636,0.1515554656982422,0.15395210266113282
0.50,1000,0.8900618405472868,0.8019021897455597,0.9107205234196352,0.8703196075487108,0.8781104648584396,0.14712255859375,0.15395210266113282,0.9556384517930229,-0.0068295440673828145,0.14712255859375,0.15395210266113282
0.70,1000,0.8867628163481845,0.7965623403265114,0.9237596965236947,0.8526152929731735,0.8659537762356303,0.14209530639648438,0.15395210266113282,0.9229838028222016,-0.011856796264648445,0.14209530639648438,0.15395210266113282
